,0,1,2
626,"Dec 31, 2016","bitcoin, calmer with age, beats stocks --- digital currency's price is catching up to gold after u.s. elections; no longer a novelty? ",0.0772
627,"Mar 17, 2017",china bitcoin rules would require exchanges to verify clients' identity; recent central-bank scrutiny has led exchanges to impose trading fees. ,-0.296
628,"Mar 08, 2017","china bitcoin withdrawals on hold, awaiting regulators' approval; largest exchanges continue suspensions as they upgrade systems to meet pboc requirements. ",0.4767
629,"Jun 05, 2017",china exchanges resume allowing bitcoin withdrawals; three exchanges end three-month moratorium after upgrading systems in response to heightened government scrutiny. ,0.0
630,"Jun 02, 2017",bitcoin firm coinbase seeks new funds at $1 billion valuation; talks with vc firms come amid virtual currency's price surge. ,0.0
631,"Apr 18, 2017","bitcoin exchanges hit snags; bitfinex customers can't withdraw or deposit money except in virtual currencies, while another exchange's glitch causes a price crash. ",-0.4019
632,"Sep 21, 2017","have bitcoin, can't travel: crackdown grounds china cryptocurrency executives; concerns have grown about a speculative bubble building in cryptocurrencies. ",0.1027
633,"Apr 26, 2017",risk-wary banks chill bitcoin market; at least three exchanges have said in recent weeks they can't process transactions in dollars. ,0.0
634,"May 23, 2017","bitcoin's unlikely evangelist: fidelity ceo abigail johnson; in a rare public speech, she urges making digital currency more accessible for individuals and institutions. ",0.0
635,"Sep 18, 2017",bitcoin's wild ride shows the truth: it is probably worth zero; the digital currency's value depends on it becoming digital gold--or on criminals. ,0.2263
636,"Oct 11, 2017","should individuals invest in bitcoin? in a word, no. financial advisers say that despite the temptation, the market and regulatory risks are too great. ",0.2023
637,"Jul 09, 2017",why bitcoin is booming; it's become a trusted alternative when fiat money's value is corrupted by politics. ,0.6705
638,"Mar 11, 2017",sec denies winklevoss application for a bitcoin etf; attempt was for first exchange-traded fund to track price of digital currency. ,-0.4215
639,"Mar 10, 2017",sec denies winklevoss application for a bitcoin etp; attempt was for first exchange-traded product to track price of digital currency. ,-0.4215
640,"Nov 14, 2016",bitcoin futures might be coming soon; cme group launches indexes to track the virtual currency that could lead to the listing of futures contracts. ,0.0
641,"Sep 19, 2017",the bitcoin bandwagon: central banks consider their own cryptocurrencies; bis report weighs up risks and rewards from virtual currencies' surging popularity. ,0.6249
642,"Sep 18, 2017",the bitcoin bandwagon: central banks consider their own cryptocurrencies; bis report weighs up risks and rewards from virtual currencies' surging popularity. ,0.6249
643,"Nov 05, 2016",chinese investors buying up bitcoin as yuan falls; the digital currency allows users to store their assets outside china. ,0.1779
644,"Nov 04, 2016",chinese investors buying up bitcoin as yuan falls; the digital currency allows users to store their assets outside china. ,0.1779
645,"Sep 22, 2017",the blockchain is the internet of money; silicon valley visionary balaji srinivasan explains how bitcoin works and why he regards it as revolutionary. ,0.5267
646,"Aug 14, 2017","bitcoin price jumps past $4,000 --- virtual currency has quadrupled in value this year and climbed 45% so far this month. ",0.34
647,"Mar 19, 2017",bitcoin price plunges on fears of a currency split; a disagreement over block size limits could result in two versions of the virtual currency. ,-0.802
648,"Aug 13, 2017","bitcoin soars past $4,000 in weekend trading; the gains seem to be coming at the expense of other digital currencies. ",0.34
649,"Oct 12, 2017","bitcoin surges above $5,200 on hopes of renewed china trade; the prices of other digital assets also rose. ",0.5423
650,"Jul 16, 2017","bitcoin takes weekend slide; digital currency drops below $2,000 and farther from june high. ",0.0
651,"Jan 05, 2017",bitcoin's big day: from new highs to a bear market; digital currency saw huge moves thursday as china's yuan gained strength. ,0.7964
652,"Jul 31, 2017",bitcoin's civil war: what you need to know; digital currency is set to get a new competitor - itself. ,-0.5994
653,"Jul 03, 2017","bitcoin's new problem: high fees --- transactions get more expensive, reducing currency's appeal for day-to-day usage. ",-0.4019
654,"Dec 01, 2016",court rules irs can seek information on bitcoin customers; agency to serve coinbase with summons as part of wide-ranging tax probe. ,0.0
655,"Oct 02, 2017",markets review & outlook: third quarter: bitcoin sets record in a wild quarter --- digital currency finishes up near 70% during quarter while coin offerings boomed. ,0.0
656,"Jun 20, 2017",the virtual-currency war that threatens to tear bitcoin apart; battling camps at odds over digital currency's purpose--commodity or quick way to settle transactions? ,-0.8225
657,"Jul 01, 2017","why bitcoin and ether went wild; demand rose in japan, south korea, but digital currencies contended with capacity issues. ",-0.0644
658,"Sep 15, 2017",banking & finance: bitcoin prices sink as exchange to shut --- beijing follows through on its promise to close trading venues for the digital currency. ,0.3182
659,"Sep 14, 2017","bitcoin losses worsen as chinese exchange closes; beijing earlier this year compelled exchanges to comply with 'know your customer,' anti-money-laundering rules. ",-0.7003
660,"May 27, 2017",a digital shift in land of rising bitcoin --- japanese regulator establishes new rules that ease the way for cryptocurrency. ,0.3612
661,"May 26, 2017",behind bitcoin's wild ride: the japan factor; a new regulatory regime is giving businesses and investors a fresh push to use the digital currency. ,0.5719
662,"Jun 05, 2017",investing in funds & etfs: a monthly analysis --- take my bitcoin...please! a comedian tries to mine the cryptocurrency for laughs. ,0.7263
663,"Jun 02, 2017",take my bitcoin...please! a comedian mines the currency for laughs; margaux avedisian gets hired to riff about the virtual currency at conventions. ,0.7263
664,"Apr 10, 2017",investing in funds & etfs: a quarterly analysis --- spotlight / wisdomtree bloomberg u.s. dollar bullish fund: the anti-bitcoin etf. ,0.0
665,"Jun 07, 2017","spring rally in stocks, bonds, gold and bitcoin unnerves investors; assets don't usually rise or fall in unison. ",0.1779
666,"Sep 12, 2017",bitcoin can be a competitive store of value; it doesn't matter whether cryptocurrency is a currency or a business. it has proved to be a store for value. ,0.6626
667,"Nov 09, 2016","market talk: daily analysis roundup; read our compilation of concise, timely analysis by wall street journal reporters related to financial regulation, the financial-services industry and more: banks could benefit from a business friendly environment under trump; midsize, smaller banks especially could see boost; bitcoin prices rise as election results come in. ",0.8565
668,"Jan 09, 2017","test your smarts on the 'star wars' market, rates and bitcoin; try our monthly quiz to track how closely you followed last month's news in fund investing and markets. ",-0.25
669,"Feb 06, 2017","investing in funds & etfs: a monthly analysis --- exchange-traded funds: 'irrational exuberance' for bitcoin etfs? --- some analysts predict just that, assuming that a new fund is approved by the sec next month. ",0.1027
670,"Oct 09, 2017","investing in funds & etfs: a quarterly analysis --- why bitcoin's bubble matters --- if there's a price crash in the cryptocurrency, it could hit the tech sector -- and more. ",-0.3818
671,"Jan 09, 2017",wall street backs blockchain for savings on derivatives; dtcc chooses startup axoni to use the tech behind bitcoin to track payouts between big banks. ,-0.0516
672,"Dec 30, 2016","this currency has trounced the dow this year, 124% to 14%; if bitcoin's momentum continues, one new digital coin could be worth as much as an ounce of gold by next year. ",0.2263
673,"Jan 23, 2017","china bitcoin exchanges to impose trading fee; under regulatory pressure to rein in speculation, three largest exchanges will charge 0.2% per transaction starting at noon tuesday. ",-0.5267
674,"Oct 19, 2016","how the blockchain could change corporate structure; according to coinbase co-founder fred ehrsam, the technology behind bitcoin could create decentralized businesses unlike anything we've seen before. ",0.2732
675,"Jul 29, 2017","coinbase is nearing close on $100 million in funding; coinbase, which exchanges cryptocurrencies bitcoin, ethereum and litecoin, is nearing a close on a sizable new funding round. ",0.0
676,"Oct 16, 2017","j.p. morgan's jamie dimon may hate bitcoin, but he loves blockchain; bank rolls out a pilot program to use the record-keeping technology to speed global payments. ",0.5719
677,"Sep 21, 2017","n.y. company accused of running bitcoin ponzi scheme; in civil complaint, cftc accuses gelfman blueprint of fraud and issuing false account statements in connection with solicited investments. ",-0.8625
678,"Aug 25, 2017","where's crypto? let's play geographic roulette; exio coin, a cryptocurrency like bitcoin, is allegedly endorsed by some sovereign nation to be revealed at a later date. ",0.7096
679,"Oct 05, 2017","forget bitcoin. have you heard of imfcoin? imf would like its special drawing rights to have a digital future, and has spent the past year thinking of a broader role for it. ",0.5106
680,"Jul 12, 2017",former chief of collapsed bitcoin exchange mt. gox stands trial in tokyo; prosecutors say mark karpel¨¨s wrongfully spent $3 million of customers' money for personal use; he denies all wrongdoing. ,-0.5994
681,"Jan 10, 2017","bitcoin, paypal used to finance terrorism, indonesian agency says; syrian-based indonesian who police say is involved with islamic state and has helped coordinate attacks back home is among the alleged donors. ",-0.8176
682,"Jan 09, 2017","bitcoin, paypal used to finance terrorism, indonesian agency says; syrian-based indonesian who police say is involved with islamic state and has helped coordinate attacks back home is among the alleged donors. ",-0.8176
683,"Nov 08, 2016","irs needs to improve monitoring of bitcoin transactions, watchdog says; a risk that taxable sales involving virtual currencies will go undetected, report says. ",0.2023
684,"Nov 01, 2016","bitcoin-technology pioneer chris larsen to step down as ripple ceo; brad garlinghouse, ripple's president and operating chief, will assume post after larsen leaves at the end of the year. ",0.0
685,"Dec 23, 2016","what happens when you roll an online lender, a robo-adviser, and bitcoin into one? lendingrobot is launching a new credit fund. ",0.3818
686,"Aug 25, 2017","no one knows how much to pay in bitcoin cash taxes; with little guidance from the irs on tax issues for digital currencies, experts offer their best guesses. ",0.3818
687,"Sep 20, 2017",bitcoin 'fugitives' gather in hong kong to skirt china's curbs; traders say the industry will likely continue to thrive despite the ban in china. ,0.4449
688,"Jul 27, 2017","u.s. targets bitcoin exchange, alleging it facilitated crime; treasury's fincen levied a record $110 million fine against btc-e and arrested alexander vinnik, who u.s. officials say is the owner. ",-0.7003
689,"Sep 30, 2017","bitcoin bounces around wildly in record-setting quarter; the virtual currency spanned a range of $3,100 in less than two months, a volatile quarter that followed a calmer period in 2016. ",0.3612
690,"May 17, 2017",how a bitcoin clone helped a company raise $12 million in 12 minutes; initial coin offerings are the proverbial next big thing in the world of cryptocurrencies. but are they an investment? ,0.0
691,"Jul 02, 2017","why you won't be buying a coffee with bitcoin anytime soon; the cost of buying or selling the digital currency recently hit an all-time high, making day-to-day transactions like buying a cup of coffee impractical. ",0.3612
692,"Oct 03, 2017",goldman sachs explores a new world: trading bitcoin; move would make it the first big wall street firm to deal directly in the growing yet controversial cryptocurrency market. ,-0.0258
693,"Oct 02, 2017",goldman sachs explores a new world: trading bitcoin; move would make it the first big wall street firm to deal directly in the growing yet controversial cryptocurrency market. ,-0.0258
694,"May 14, 2017",bitcoin faces more scrutiny after global hack; new attention is being focused on the currency's role in hacking and illegal money movements. ,-0.25
695,"May 15, 2017","cyberattackers' apparent take: just $51,000 so far; payments were made to bitcoin wallets used by ransomware hackers; security experts poised to track any money moving out. ",0.5267
696,"Apr 04, 2017","banks turn to virtual world to modernize physical commodities trading; commodities players are trying out blockchain, the technology behind bitcoin, to help buy and sell raw materials. ",0.4019
697,"Jan 13, 2017","should you have bitcoin in an ira? cryptocurrency is unlikely to move up and down in sync with rest of your portfolio, but it is wildly volatile. ",0.0
